ENGINE_RUN_TIME,ENGINE_RPM,VEHICLE_SPEED,THROTTLE,ENGINE_LOAD,COOLANT_TEMPERATURE,LONG_TERM_FUEL_TRIM_BANK_1,SHORT_TERM_FUEL_TRIM_BANK_1,INTAKE_MANIFOLD_PRESSURE,FUEL_TANK,ABSOLUTE_THROTTLE_B,PEDAL_D,PEDAL_E,COMMANDED_THROTTLE_ACTUATOR,FUEL_AIR_COMMANDED_EQUIV_RATIO,ABSOLUTE_BAROMETRIC_PRESSURE,RELATIVE_THROTTLE_POSITION,INTAKE_AIR_TEMP,TIMING_ADVANCE,CATALYST_TEMPERATURE_BANK1_SENSOR1,CATALYST_TEMPERATURE_BANK1_SENSOR2,CONTROL_MODULE_VOLTAGE,COMMANDED_EVAPORATIVE_PURGE,TIME_RUN_WITH_MIL_ON,TIME_SINCE_TROUBLE_CODES_CLEARED,DISTANCE_TRAVELED_WITH_MIL_ON,WARM_UPS_SINCE_CODES_CLEARED,timestamp
976,1955.25,54,18.039215,17.254902,86,-2.34375,0.0,19.0,26.274509,50.196079,16.078432,31.764706,18.039215,0,102,0.0,45,11,570.700012,445.299988,13.73,0.0,0,9144,0,255,3/7/2025
838,866.25,19,24.705883,24.313726,88,2.34375,3.125,30.0,35.294117,47.843136,16.078432,31.764706,16.078432,0,102,0.0,48,2,562.599976,436.200012,13.613,88.627449,0,9142,0,255,3/7/2025
1781,1200.75,26,19.215687,32.941177,86,0.0,1.5625,34.0,32.941177,50.980392,21.17647,37.254902,19.215687,0,102,1.960784,50,5,514.099976,386.0,13.652,0.0,0,9157,0,255,3/7/2025
1088,987.5,63,18.82353,32.549019,85,-2.34375,8.59375,34.0,26.274509,50.980392,16.078432,31.764706,18.82353,0,102,0.0,44,0,574.5,467.600006,13.632,0.0,0,9146,0,255,3/7/2025
0,0.0,0,17.647058,0.0,27,-7.8125,0.0,101.0,36.07843,52.156864,16.078432,31.764706,20.0,0,100,0.784314,26,5,435.0,327.100006,10.312,0.0,0,9128,0,255,3/7/2025
1361,2091.25,45,20.392157,27.843138,86,1.5625,6.25,28.0,30.196079,52.941177,21.17647,37.254902,20.392157,0,101,1.568627,48,29,554.900024,443.5,13.671,0.0,0,9150,0,255,3/7/2025
1642,1515.5,43,20.392157,36.07843,86,0.0,4.6875,38.0,32.156864,53.333332,21.17647,37.254902,20.392157,0,102,1.960784,48,23,536.700012,400.299988,13.613,85.098038,0,9155,0,255,3/7/2025
1568,1584.25,45,19.607843,30.588236,86,33.158508127126396,0.0,70.34761522678843,29.411764,52.549019,22.352942,38.431374,20.0,0,102,1.176471,48,26,534.799988,395.799988,13.691,71.764709,0,9154,0,255,3/7/2025
1883,1665.5,36,18.431372,32.941177,87,-2.34375,3.125,26.0,27.058823,54.509804,22.745098,38.823528,21.568628,0,102,4.313725,50,24,514.5,388.600006,13.574,98.431374,0,9159,0,255,3/7/2025
699,1450.75,41,23.529411,65.490196,87,33.890726337504276,-4.6875,65.0542655658488,34.117645,56.862743,24.313726,40.0,23.529411,0,102,4.705883,45,10,559.799988,426.0,13.613,96.07843,0,9139,0,255,3/7/2025
1499,1375.75,40,20.0,36.862743,86,-0.78125,3.125,38.0,29.411764,52.941177,20.784313,36.862743,20.392157,0,102,2.352941,50,21,534.0,405.5,13.574,87.84314,0,9153,0,255,3/7/2025
1010,1899.0,54,18.431372,25.09804,87,-2.34375,2.34375,21.0,30.980392,50.980392,16.078432,31.764706,18.82353,0,102,0.0,43,12,559.900024,433.5,13.671,42.745098,0,9144,0,255,3/7/2025
153,1396.0,40,19.607843,29.019608,63,2.34375,-4.6875,30.0,38.431374,51.764706,21.568628,37.254902,19.607843,0,100,0.392157,31,25,503.799988,225.0,14.042,0.0,0,9130,0,255,3/7/2025
638,860.75,0,18.039215,37.254902,88,-2.34375,-0.78125,39.0,35.294117,50.196079,16.078432,31.764706,18.039215,0,101,0.0,45,-1,502.200012,387.5,13.574,44.705883,0,9138,0,255,3/7/2025
